Iteration,Best Fitness,Elitism Rate,Mutation Rate,Population Size,Crossover Type,Mutation Type,Duration (ms)
30, 12040.00, 0.50, 0.80, 100, singlePointCrossover, swapMutation, 353
30, 12180.00, 0.50, 0.40, 100, singlePointCrossover, scrambleMutation, 1340
30, 12040.00, 0.50, 0.40, 100, twoPointCrossover, flipMutation, 1403
30, 12360.00, 0.50, 0.40, 100, singlePointCrossover, inversionMutation, 1460
30, 12180.00, 0.50, 0.40, 100, twoPointCrossover, inversionMutation, 1414
30, 12320.00, 0.50, 0.40, 100, twoPointCrossover, scrambleMutation, 1445
30, 12230.00, 0.50, 0.80, 100, twoPointCrossover, swapMutation, 312
30, 12180.00, 0.50, 0.60, 100, crossover, inversionMutation, 1258
30, 12330.00, 0.50, 0.60, 100, crossover, flipMutation, 1405
30, 12400.00, 0.50, 0.60, 100, crossover, scrambleMutation, 1319
30, 12200.00, 0.50, 0.60, 100, singlePointCrossover, flipMutation, 1251
30, 12390.00, 0.50, 0.60, 100, singlePointCrossover, scrambleMutation, 1298
30, 12330.00, 0.50, 0.60, 100, twoPointCrossover, scrambleMutation, 1104
30, 12045.00, 0.50, 0.60, 100, twoPointCrossover, flipMutation, 1316
30, 12360.00, 0.50, 0.60, 100, singlePointCrossover, inversionMutation, 1398
30, 12360.00, 0.50, 0.60, 100, twoPointCrossover, inversionMutation, 1112
30, 12360.00, 0.50, 0.80, 100, crossover, scrambleMutation, 1099
30, 12270.00, 0.50, 0.80, 100, crossover, inversionMutation, 1144
30, 12030.00, 0.50, 0.80, 100, crossover, flipMutation, 1197
30, 12080.00, 0.50, 0.80, 100, twoPointCrossover, flipMutation, 885
30, 12240.00, 0.50, 0.80, 100, singlePointCrossover, flipMutation, 1153
30, 12230.00, 0.50, 0.80, 100, twoPointCrossover, inversionMutation, 810
30, 12360.00, 0.50, 0.80, 100, singlePointCrossover, scrambleMutation, 1014
30, 12400.00, 0.50, 0.80, 100, singlePointCrossover, inversionMutation, 976
30, 12390.00, 0.50, 0.80, 100, twoPointCrossover, scrambleMutation, 872
