Iteration,Best Fitness,Elitism Rate,Mutation Rate,Population Size,Crossover Type,Mutation Type,Duration (ms),Opti Find At
100, 12380.00, 0.40, 0.10, 100, singlePointCrossover, scrambleMutation, 10797, 0
100, 12380.00, 0.40, 0.15, 100, twoPointCrossover, scrambleMutation, 8359, 0
100, 12400.00, 0.50, 0.05, 100, twoPointCrossover, inversionMutation, 7560, 85
100, 12380.00, 0.50, 0.05, 100, twoPointCrossover, scrambleMutation, 7816, 0
100, 12390.00, 0.40, 0.20, 100, twoPointCrossover, scrambleMutation, 8353, 0
100, 12310.00, 0.50, 0.05, 100, singlePointCrossover, scrambleMutation, 8272, 0
100, 12380.00, 0.40, 0.15, 100, twoPointCrossover, inversionMutation, 8788, 0
100, 12400.00, 0.40, 0.20, 100, twoPointCrossover, inversionMutation, 8967, 67
100, 12350.00, 0.40, 0.15, 100, singlePointCrossover, scrambleMutation, 9827, 0
100, 12400.00, 0.40, 0.15, 100, singlePointCrossover, inversionMutation, 9844, 80
100, 12380.00, 0.40, 0.20, 100, singlePointCrossover, inversionMutation, 9547, 0
100, 12370.00, 0.40, 0.20, 100, singlePointCrossover, scrambleMutation, 9781, 0
100, 12330.00, 0.50, 0.05, 100, singlePointCrossover, inversionMutation, 9259, 0
100, 12320.00, 0.50, 0.10, 100, singlePointCrossover, scrambleMutation, 9118, 0
100, 12400.00, 0.50, 0.10, 100, singlePointCrossover, inversionMutation, 9087, 43
100, 12360.00, 0.50, 0.10, 100, twoPointCrossover, inversionMutation, 9228, 0
100, 12380.00, 0.50, 0.10, 100, twoPointCrossover, scrambleMutation, 9244, 0
100, 12390.00, 0.50, 0.15, 100, twoPointCrossover, scrambleMutation, 8370, 0
100, 12380.00, 0.50, 0.15, 100, twoPointCrossover, inversionMutation, 8309, 0
100, 12330.00, 0.50, 0.15, 100, singlePointCrossover, inversionMutation, 9263, 0
100, 12380.00, 0.50, 0.20, 100, twoPointCrossover, inversionMutation, 7991, 0
100, 12400.00, 0.50, 0.20, 100, twoPointCrossover, scrambleMutation, 8440, 90
100, 12370.00, 0.50, 0.20, 100, singlePointCrossover, inversionMutation, 8761, 0
100, 12380.00, 0.50, 0.20, 100, singlePointCrossover, scrambleMutation, 9011, 0
100, 12400.00, 0.50, 0.15, 100, singlePointCrossover, scrambleMutation, 10245, 47
100, 12030.00, 0.30, 0.15, 100, twoPointCrossover, swapMutation, 2092, 0
100, 12040.00, 0.20, 0.20, 100, singlePointCrossover, swapMutation, 2217, 0
100, 12120.00, 0.30, 0.10, 100, twoPointCrossover, swapMutation, 2231, 0
100, 12180.00, 0.20, 0.05, 100, singlePointCrossover, swapMutation, 2241, 0
100, 12260.00, 0.50, 0.05, 100, singlePointCrossover, swapMutation, 2165, 0
100, 12160.00, 0.30, 0.10, 100, singlePointCrossover, swapMutation, 2257, 0
100, 12190.00, 0.30, 0.20, 100, singlePointCrossover, swapMutation, 2260, 0
100, 12150.00, 0.40, 0.05, 100, twoPointCrossover, swapMutation, 2272, 0
100, 12220.00, 0.20, 0.10, 100, singlePointCrossover, swapMutation, 2291, 0
100, 12270.00, 0.20, 0.15, 100, twoPointCrossover, swapMutation, 2291, 0
100, 12030.00, 0.50, 0.20, 100, twoPointCrossover, swapMutation, 2109, 0
100, 12160.00, 0.30, 0.20, 100, twoPointCrossover, swapMutation, 2293, 0
100, 12130.00, 0.50, 0.10, 100, twoPointCrossover, swapMutation, 2145, 0
100, 12230.00, 0.40, 0.20, 100, twoPointCrossover, swapMutation, 2233, 0
100, 12120.00, 0.50, 0.15, 100, singlePointCrossover, swapMutation, 2165, 0
100, 12260.00, 0.20, 0.05, 100, twoPointCrossover, swapMutation, 2340, 0
100, 12400.00, 0.20, 0.20, 100, twoPointCrossover, swapMutation, 2344, 74
100, 12250.00, 0.50, 0.15, 100, twoPointCrossover, swapMutation, 2178, 0
100, 12200.00, 0.40, 0.15, 100, singlePointCrossover, swapMutation, 2331, 0
100, 12240.00, 0.40, 0.05, 100, singlePointCrossover, swapMutation, 2358, 0
100, 12210.00, 0.30, 0.05, 100, singlePointCrossover, swapMutation, 2374, 0
100, 12230.00, 0.40, 0.20, 100, singlePointCrossover, swapMutation, 2317, 0
100, 12155.00, 0.50, 0.05, 100, twoPointCrossover, swapMutation, 2272, 0
100, 12210.00, 0.40, 0.10, 100, twoPointCrossover, swapMutation, 2383, 0
100, 12240.00, 0.50, 0.20, 100, singlePointCrossover, swapMutation, 2233, 0
100, 12160.00, 0.30, 0.05, 100, twoPointCrossover, swapMutation, 2404, 0
100, 12280.00, 0.40, 0.10, 100, singlePointCrossover, swapMutation, 2398, 0
100, 12080.00, 0.50, 0.10, 100, singlePointCrossover, swapMutation, 2276, 0
100, 12250.00, 0.30, 0.15, 100, singlePointCrossover, swapMutation, 2416, 0
100, 12000.00, 0.20, 0.10, 100, twoPointCrossover, swapMutation, 2421, 0
100, 12220.00, 0.20, 0.15, 100, singlePointCrossover, swapMutation, 2419, 0
100, 12250.00, 0.40, 0.15, 100, twoPointCrossover, swapMutation, 2400, 0
