Iteration,Best Fitness,Elitism Rate,Mutation Rate,Population Size,Crossover Type,Mutation Type,Duration (ms)
150, 12400.00, 0.10, 0.60, 500, singlePointCrossover, inversionMutation, 53421
150, 12400.00, 0.10, 0.60, 500, twoPointCrossover, scrambleMutation, 50774
150, 12400.00, 0.15, 0.40, 500, crossover, swapMutation, 9335
150, 12400.00, 0.10, 0.60, 500, twoPointCrossover, flipMutation, 52416
150, 12400.00, 0.10, 0.60, 500, twoPointCrossover, inversionMutation, 52382
150, 12400.00, 0.10, 0.80, 500, crossover, scrambleMutation, 54417
150, 12400.00, 0.15, 0.40, 500, singlePointCrossover, swapMutation, 8720
150, 12330.00, 0.10, 0.80, 500, crossover, flipMutation, 56941
150, 12400.00, 0.10, 0.80, 500, crossover, inversionMutation, 54607
150, 12360.00, 0.10, 0.80, 500, singlePointCrossover, flipMutation, 55426
150, 12400.00, 0.10, 0.80, 500, singlePointCrossover, scrambleMutation, 54867
150, 12400.00, 0.15, 0.40, 500, twoPointCrossover, swapMutation, 9785
150, 12400.00, 0.10, 0.80, 500, singlePointCrossover, inversionMutation, 55227
150, 12400.00, 0.10, 0.80, 500, twoPointCrossover, scrambleMutation, 56222
150, 12300.00, 0.10, 0.80, 500, twoPointCrossover, flipMutation, 59382
150, 12380.00, 0.10, 0.80, 500, twoPointCrossover, inversionMutation, 57207
150, 12400.00, 0.15, 0.60, 500, crossover, swapMutation, 11298
150, 12320.00, 0.15, 0.60, 500, singlePointCrossover, swapMutation, 9468
150, 12400.00, 0.15, 0.20, 500, crossover, flipMutation, 76740
150, 12400.00, 0.15, 0.20, 500, crossover, inversionMutation, 76245
150, 12400.00, 0.15, 0.20, 500, crossover, scrambleMutation, 76692
150, 12400.00, 0.15, 0.20, 500, singlePointCrossover, scrambleMutation, 73677
150, 12400.00, 0.15, 0.20, 500, singlePointCrossover, flipMutation, 75061
150, 12380.00, 0.15, 0.20, 500, singlePointCrossover, inversionMutation, 74604
150, 12400.00, 0.15, 0.20, 500, twoPointCrossover, flipMutation, 74817
150, 12400.00, 0.15, 0.20, 500, twoPointCrossover, scrambleMutation, 74010
150, 12310.00, 0.15, 0.60, 500, twoPointCrossover, swapMutation, 10028
150, 12360.00, 0.15, 0.20, 500, twoPointCrossover, inversionMutation, 78672
150, 12380.00, 0.15, 0.80, 500, crossover, swapMutation, 11241
150, 12400.00, 0.15, 0.40, 500, crossover, flipMutation, 80940
150, 12350.00, 0.15, 0.80, 500, singlePointCrossover, swapMutation, 10339
150, 12400.00, 0.15, 0.40, 500, crossover, scrambleMutation, 79873
150, 12400.00, 0.15, 0.40, 500, crossover, inversionMutation, 79441
150, 12400.00, 0.15, 0.40, 500, singlePointCrossover, flipMutation, 79571
150, 12400.00, 0.15, 0.40, 500, singlePointCrossover, scrambleMutation, 78188
150, 12380.00, 0.15, 0.80, 500, twoPointCrossover, swapMutation, 9183
150, 12400.00, 0.15, 0.40, 500, singlePointCrossover, inversionMutation, 82052
150, 12400.00, 0.15, 0.40, 500, twoPointCrossover, flipMutation, 83173
150, 12400.00, 0.15, 0.40, 500, twoPointCrossover, scrambleMutation, 82973
150, 12400.00, 0.15, 0.40, 500, twoPointCrossover, inversionMutation, 81201
150, 12320.00, 0.20, 0.20, 500, crossover, swapMutation, 10109
150, 12400.00, 0.15, 0.60, 500, crossover, flipMutation, 82597
150, 12400.00, 0.20, 0.20, 500, singlePointCrossover, swapMutation, 8793
150, 12400.00, 0.15, 0.60, 500, crossover, scrambleMutation, 83237
150, 12400.00, 0.20, 0.20, 500, twoPointCrossover, swapMutation, 10279
150, 12400.00, 0.15, 0.60, 500, crossover, inversionMutation, 90395
150, 12350.00, 0.15, 0.60, 500, singlePointCrossover, flipMutation, 89896
150, 12380.00, 0.15, 0.60, 500, singlePointCrossover, inversionMutation, 80673
150, 12400.00, 0.15, 0.60, 500, singlePointCrossover, scrambleMutation, 89159
150, 12400.00, 0.20, 0.40, 500, crossover, swapMutation, 10709
150, 12400.00, 0.15, 0.60, 500, twoPointCrossover, flipMutation, 82764
150, 12400.00, 0.15, 0.60, 500, twoPointCrossover, inversionMutation, 85407
150, 12400.00, 0.15, 0.60, 500, twoPointCrossover, scrambleMutation, 88983
150, 12400.00, 0.15, 0.80, 500, crossover, flipMutation, 89137
150, 12400.00, 0.15, 0.80, 500, crossover, inversionMutation, 86389
150, 12330.00, 0.20, 0.40, 500, singlePointCrossover, swapMutation, 10453
150, 12400.00, 0.15, 0.80, 500, crossover, scrambleMutation, 92643
150, 12350.00, 0.15, 0.80, 500, singlePointCrossover, flipMutation, 91809
150, 12400.00, 0.15, 0.80, 500, singlePointCrossover, inversionMutation, 85850
150, 12380.00, 0.15, 0.80, 500, singlePointCrossover, scrambleMutation, 90995
150, 12330.00, 0.20, 0.40, 500, twoPointCrossover, swapMutation, 10535
150, 12400.00, 0.15, 0.80, 500, twoPointCrossover, inversionMutation, 82984
150, 12400.00, 0.15, 0.80, 500, twoPointCrossover, scrambleMutation, 84370
150, 12400.00, 0.20, 0.60, 500, crossover, swapMutation, 10930
150, 12330.00, 0.15, 0.80, 500, twoPointCrossover, flipMutation, 93530
150, 12360.00, 0.20, 0.60, 500, singlePointCrossover, swapMutation, 11036
150, 12400.00, 0.20, 0.20, 500, crossover, flipMutation, 112125
150, 12400.00, 0.20, 0.20, 500, crossover, inversionMutation, 105525
150, 12400.00, 0.20, 0.20, 500, crossover, scrambleMutation, 107530
150, 12400.00, 0.20, 0.20, 500, singlePointCrossover, flipMutation, 105639
150, 12400.00, 0.20, 0.20, 500, singlePointCrossover, scrambleMutation, 104802
150, 12400.00, 0.20, 0.20, 500, singlePointCrossover, inversionMutation, 106453
150, 12400.00, 0.20, 0.60, 500, twoPointCrossover, swapMutation, 9703
150, 12400.00, 0.20, 0.20, 500, twoPointCrossover, flipMutation, 108149
150, 12400.00, 0.20, 0.80, 500, crossover, swapMutation, 11357
150, 12400.00, 0.20, 0.20, 500, twoPointCrossover, scrambleMutation, 104844
150, 12360.00, 0.20, 0.80, 500, singlePointCrossover, swapMutation, 9955
150, 12400.00, 0.20, 0.20, 500, twoPointCrossover, inversionMutation, 117055
150, 12370.00, 0.20, 0.40, 500, crossover, flipMutation, 122639
150, 12390.00, 0.20, 0.40, 500, crossover, scrambleMutation, 122520
150, 12400.00, 0.20, 0.40, 500, singlePointCrossover, flipMutation, 111777
150, 12400.00, 0.20, 0.40, 500, crossover, inversionMutation, 115078
150, 12400.00, 0.20, 0.40, 500, singlePointCrossover, inversionMutation, 113475
150, 12400.00, 0.20, 0.80, 500, twoPointCrossover, swapMutation, 11485
150, 12400.00, 0.20, 0.40, 500, twoPointCrossover, flipMutation, 111226
150, 12400.00, 0.20, 0.40, 500, singlePointCrossover, scrambleMutation, 122896
150, 12400.00, 0.25, 0.20, 500, crossover, swapMutation, 10778
150, 12400.00, 0.20, 0.60, 500, crossover, flipMutation, 113130
150, 12400.00, 0.20, 0.40, 500, twoPointCrossover, scrambleMutation, 122105
150, 12400.00, 0.20, 0.60, 500, crossover, scrambleMutation, 116144
150, 12400.00, 0.20, 0.60, 500, singlePointCrossover, flipMutation, 112987
150, 12380.00, 0.20, 0.40, 500, twoPointCrossover, inversionMutation, 124098
150, 12330.00, 0.25, 0.20, 500, singlePointCrossover, swapMutation, 11017
150, 12400.00, 0.20, 0.60, 500, crossover, inversionMutation, 117222
150, 12350.00, 0.25, 0.20, 500, twoPointCrossover, swapMutation, 11362
150, 12400.00, 0.20, 0.60, 500, singlePointCrossover, scrambleMutation, 125254
150, 12400.00, 0.20, 0.60, 500, singlePointCrossover, inversionMutation, 124029
150, 12400.00, 0.25, 0.40, 500, crossover, swapMutation, 10251
150, 12370.00, 0.20, 0.60, 500, twoPointCrossover, flipMutation, 115083
150, 12400.00, 0.20, 0.60, 500, twoPointCrossover, scrambleMutation, 117135
150, 12400.00, 0.20, 0.60, 500, twoPointCrossover, inversionMutation, 116763
150, 12360.00, 0.20, 0.80, 500, crossover, flipMutation, 123322
150, 12400.00, 0.25, 0.40, 500, singlePointCrossover, swapMutation, 12112
150, 12400.00, 0.20, 0.80, 500, crossover, scrambleMutation, 122815
150, 12380.00, 0.20, 0.80, 500, crossover, inversionMutation, 123125
150, 12370.00, 0.20, 0.80, 500, singlePointCrossover, flipMutation, 118544
150, 12330.00, 0.25, 0.40, 500, twoPointCrossover, swapMutation, 9751
150, 12380.00, 0.20, 0.80, 500, singlePointCrossover, scrambleMutation, 116766
150, 12360.00, 0.25, 0.60, 500, crossover, swapMutation, 10942
150, 12400.00, 0.20, 0.80, 500, singlePointCrossover, inversionMutation, 127707
150, 12380.00, 0.20, 0.80, 500, twoPointCrossover, inversionMutation, 118680
150, 12400.00, 0.20, 0.80, 500, twoPointCrossover, scrambleMutation, 119645
150, 12400.00, 0.20, 0.80, 500, twoPointCrossover, flipMutation, 131120
150, 12290.00, 0.25, 0.60, 500, singlePointCrossover, swapMutation, 9704
150, 12400.00, 0.25, 0.20, 500, crossover, scrambleMutation, 135018
150, 12400.00, 0.25, 0.20, 500, crossover, flipMutation, 141881
150, 12400.00, 0.25, 0.60, 500, twoPointCrossover, swapMutation, 10269
150, 12400.00, 0.25, 0.20, 500, singlePointCrossover, inversionMutation, 137186
150, 12400.00, 0.25, 0.20, 500, twoPointCrossover, flipMutation, 141414
150, 12400.00, 0.25, 0.20, 500, twoPointCrossover, scrambleMutation, 140269
150, 12400.00, 0.25, 0.20, 500, twoPointCrossover, inversionMutation, 140141
150, 12400.00, 0.25, 0.20, 500, crossover, inversionMutation, 157172
150, 12400.00, 0.25, 0.20, 500, singlePointCrossover, flipMutation, 158866
150, 12400.00, 0.25, 0.20, 500, singlePointCrossover, scrambleMutation, 154980
150, 12400.00, 0.25, 0.80, 500, crossover, swapMutation, 10244
150, 12400.00, 0.25, 0.80, 500, singlePointCrossover, swapMutation, 10596
150, 12400.00, 0.25, 0.40, 500, crossover, flipMutation, 163999
150, 12380.00, 0.25, 0.40, 500, singlePointCrossover, flipMutation, 145921
150, 12400.00, 0.25, 0.40, 500, singlePointCrossover, scrambleMutation, 148567
150, 12280.00, 0.25, 0.80, 500, twoPointCrossover, swapMutation, 9987
150, 12400.00, 0.25, 0.40, 500, crossover, scrambleMutation, 165193
150, 12400.00, 0.25, 0.40, 500, singlePointCrossover, inversionMutation, 146129
150, 12400.00, 0.25, 0.40, 500, crossover, inversionMutation, 166736
150, 12400.00, 0.25, 0.40, 500, twoPointCrossover, flipMutation, 148969
150, 12400.00, 0.25, 0.40, 500, twoPointCrossover, scrambleMutation, 145961
150, 12390.00, 0.30, 0.20, 500, crossover, swapMutation, 11094
150, 12400.00, 0.25, 0.40, 500, twoPointCrossover, inversionMutation, 150872
150, 12400.00, 0.30, 0.20, 500, singlePointCrossover, swapMutation, 10254
150, 12370.00, 0.25, 0.60, 500, crossover, flipMutation, 157466
150, 12400.00, 0.25, 0.60, 500, crossover, scrambleMutation, 152126
150, 12400.00, 0.25, 0.60, 500, singlePointCrossover, flipMutation, 151430
150, 12360.00, 0.30, 0.20, 500, twoPointCrossover, swapMutation, 9988
150, 12400.00, 0.25, 0.60, 500, crossover, inversionMutation, 165047
150, 12400.00, 0.25, 0.60, 500, singlePointCrossover, inversionMutation, 154031
150, 12320.00, 0.30, 0.40, 500, crossover, swapMutation, 10451
150, 12400.00, 0.25, 0.60, 500, singlePointCrossover, scrambleMutation, 169027
150, 12400.00, 0.25, 0.60, 500, twoPointCrossover, flipMutation, 152335
150, 12400.00, 0.25, 0.60, 500, twoPointCrossover, scrambleMutation, 154691
150, 12400.00, 0.25, 0.60, 500, twoPointCrossover, inversionMutation, 156504
150, 12400.00, 0.30, 0.40, 500, singlePointCrossover, swapMutation, 11638
150, 12400.00, 0.25, 0.80, 500, crossover, scrambleMutation, 153728
150, 12400.00, 0.25, 0.80, 500, crossover, flipMutation, 161892
150, 12400.00, 0.25, 0.80, 500, singlePointCrossover, scrambleMutation, 156767
150, 12370.00, 0.30, 0.40, 500, twoPointCrossover, swapMutation, 10244
150, 12400.00, 0.25, 0.80, 500, crossover, inversionMutation, 170464
150, 12400.00, 0.25, 0.80, 500, singlePointCrossover, flipMutation, 172684
150, 12400.00, 0.25, 0.80, 500, singlePointCrossover, inversionMutation, 172394
150, 12400.00, 0.30, 0.60, 500, crossover, swapMutation, 13302
150, 12400.00, 0.25, 0.80, 500, twoPointCrossover, scrambleMutation, 156678
150, 12400.00, 0.25, 0.80, 500, twoPointCrossover, inversionMutation, 158101
150, 12400.00, 0.25, 0.80, 500, twoPointCrossover, flipMutation, 176747
150, 12400.00, 0.30, 0.60, 500, singlePointCrossover, swapMutation, 10837
150, 12400.00, 0.30, 0.20, 500, crossover, inversionMutation, 180481
150, 12400.00, 0.30, 0.20, 500, singlePointCrossover, flipMutation, 185695
150, 12400.00, 0.30, 0.20, 500, singlePointCrossover, scrambleMutation, 181822
150, 12400.00, 0.30, 0.20, 500, crossover, scrambleMutation, 204016
150, 12400.00, 0.30, 0.20, 500, singlePointCrossover, inversionMutation, 185050
150, 12320.00, 0.30, 0.60, 500, twoPointCrossover, swapMutation, 10925
150, 12400.00, 0.30, 0.20, 500, crossover, flipMutation, 210186
150, 12400.00, 0.30, 0.20, 500, twoPointCrossover, flipMutation, 183259
150, 12400.00, 0.30, 0.80, 500, crossover, swapMutation, 11403
150, 12400.00, 0.30, 0.20, 500, twoPointCrossover, scrambleMutation, 181701
150, 12400.00, 0.30, 0.20, 500, twoPointCrossover, inversionMutation, 178007
150, 12330.00, 0.30, 0.80, 500, singlePointCrossover, swapMutation, 9960
150, 12400.00, 0.30, 0.40, 500, singlePointCrossover, flipMutation, 188065
150, 12400.00, 0.30, 0.40, 500, crossover, scrambleMutation, 193255
150, 12400.00, 0.30, 0.80, 500, twoPointCrossover, swapMutation, 11176
150, 12400.00, 0.30, 0.40, 500, crossover, flipMutation, 224022
150, 12400.00, 0.30, 0.40, 500, singlePointCrossover, scrambleMutation, 187644
150, 12400.00, 0.30, 0.40, 500, crossover, inversionMutation, 219362
150, 12400.00, 0.30, 0.40, 500, singlePointCrossover, inversionMutation, 187146
150, 12400.00, 0.30, 0.40, 500, twoPointCrossover, flipMutation, 190303
150, 12400.00, 0.40, 0.20, 500, crossover, swapMutation, 12820
150, 12400.00, 0.30, 0.40, 500, twoPointCrossover, scrambleMutation, 193228
150, 12400.00, 0.30, 0.40, 500, twoPointCrossover, inversionMutation, 199111
150, 12400.00, 0.40, 0.20, 500, singlePointCrossover, swapMutation, 13193
150, 12400.00, 0.30, 0.60, 500, singlePointCrossover, flipMutation, 194198
150, 12400.00, 0.30, 0.60, 500, crossover, flipMutation, 229455
150, 12400.00, 0.30, 0.60, 500, crossover, inversionMutation, 220812
150, 12350.00, 0.40, 0.20, 500, twoPointCrossover, swapMutation, 12742
150, 12400.00, 0.30, 0.60, 500, singlePointCrossover, inversionMutation, 199941
150, 12400.00, 0.30, 0.60, 500, crossover, scrambleMutation, 226620
150, 12370.00, 0.40, 0.40, 500, crossover, swapMutation, 11328
150, 12400.00, 0.30, 0.60, 500, twoPointCrossover, flipMutation, 191979
150, 12400.00, 0.30, 0.60, 500, singlePointCrossover, scrambleMutation, 229702
150, 12400.00, 0.30, 0.60, 500, twoPointCrossover, scrambleMutation, 192556
150, 12380.00, 0.40, 0.40, 500, singlePointCrossover, swapMutation, 11497
150, 12400.00, 0.30, 0.80, 500, crossover, flipMutation, 197795
150, 12380.00, 0.30, 0.80, 500, crossover, inversionMutation, 205124
150, 12400.00, 0.30, 0.80, 500, singlePointCrossover, flipMutation, 199417
150, 12400.00, 0.30, 0.60, 500, twoPointCrossover, inversionMutation, 221224
150, 12350.00, 0.40, 0.40, 500, twoPointCrossover, swapMutation, 11535
150, 12400.00, 0.30, 0.80, 500, singlePointCrossover, scrambleMutation, 200546
150, 12400.00, 0.30, 0.80, 500, singlePointCrossover, inversionMutation, 192182
150, 12400.00, 0.30, 0.80, 500, crossover, scrambleMutation, 230682
150, 12270.00, 0.40, 0.60, 500, crossover, swapMutation, 11427
150, 12370.00, 0.30, 0.80, 500, twoPointCrossover, flipMutation, 203816
150, 12390.00, 0.30, 0.80, 500, twoPointCrossover, scrambleMutation, 192500
150, 12400.00, 0.40, 0.60, 500, singlePointCrossover, swapMutation, 10807
150, 12400.00, 0.30, 0.80, 500, twoPointCrossover, inversionMutation, 229208
150, 12400.00, 0.40, 0.20, 500, crossover, flipMutation, 271603
150, 12400.00, 0.40, 0.20, 500, crossover, inversionMutation, 262979
150, 12400.00, 0.40, 0.20, 500, crossover, scrambleMutation, 270985
150, 12350.00, 0.40, 0.60, 500, twoPointCrossover, swapMutation, 11262
150, 12400.00, 0.40, 0.20, 500, singlePointCrossover, scrambleMutation, 258373
150, 12400.00, 0.40, 0.20, 500, singlePointCrossover, inversionMutation, 257276
150, 12370.00, 0.40, 0.80, 500, crossover, swapMutation, 10362
150, 12400.00, 0.40, 0.20, 500, twoPointCrossover, flipMutation, 264044
150, 12400.00, 0.40, 0.20, 500, singlePointCrossover, flipMutation, 316846
150, 12400.00, 0.40, 0.40, 500, crossover, flipMutation, 276805
150, 12350.00, 0.40, 0.80, 500, singlePointCrossover, swapMutation, 12589
150, 12400.00, 0.40, 0.20, 500, twoPointCrossover, scrambleMutation, 296765
150, 12400.00, 0.40, 0.40, 500, crossover, inversionMutation, 279056
150, 12400.00, 0.40, 0.20, 500, twoPointCrossover, inversionMutation, 308287
150, 12400.00, 0.40, 0.40, 500, singlePointCrossover, inversionMutation, 276113
150, 12400.00, 0.40, 0.40, 500, singlePointCrossover, scrambleMutation, 276358
150, 12370.00, 0.40, 0.80, 500, twoPointCrossover, swapMutation, 13793
150, 12400.00, 0.40, 0.40, 500, twoPointCrossover, flipMutation, 274246
150, 12400.00, 0.40, 0.40, 500, crossover, scrambleMutation, 322192
150, 12400.00, 0.50, 0.20, 500, crossover, swapMutation, 12250
150, 12400.00, 0.40, 0.40, 500, twoPointCrossover, inversionMutation, 277471
150, 12400.00, 0.40, 0.40, 500, singlePointCrossover, flipMutation, 317878
150, 12370.00, 0.40, 0.60, 500, crossover, flipMutation, 280672
150, 12380.00, 0.50, 0.20, 500, singlePointCrossover, swapMutation, 11977
150, 12400.00, 0.40, 0.60, 500, crossover, inversionMutation, 287837
150, 12400.00, 0.40, 0.60, 500, singlePointCrossover, flipMutation, 273905
150, 12400.00, 0.40, 0.40, 500, twoPointCrossover, scrambleMutation, 315541
150, 12310.00, 0.50, 0.20, 500, twoPointCrossover, swapMutation, 12504
150, 12400.00, 0.40, 0.60, 500, singlePointCrossover, scrambleMutation, 280867
150, 12400.00, 0.40, 0.60, 500, crossover, scrambleMutation, 321147
150, 12400.00, 0.50, 0.40, 500, crossover, swapMutation, 13635
150, 12400.00, 0.40, 0.60, 500, singlePointCrossover, inversionMutation, 321017
150, 12400.00, 0.40, 0.60, 500, twoPointCrossover, flipMutation, 286565
150, 12400.00, 0.40, 0.60, 500, twoPointCrossover, scrambleMutation, 288468
150, 12400.00, 0.40, 0.60, 500, twoPointCrossover, inversionMutation, 286187
150, 12360.00, 0.50, 0.40, 500, singlePointCrossover, swapMutation, 9833
150, 12400.00, 0.40, 0.80, 500, crossover, flipMutation, 289066
150, 12400.00, 0.40, 0.80, 500, crossover, scrambleMutation, 291974
150, 12260.00, 0.50, 0.40, 500, twoPointCrossover, swapMutation, 11001
150, 12400.00, 0.40, 0.80, 500, crossover, inversionMutation, 284334
150, 12350.00, 0.40, 0.80, 500, twoPointCrossover, flipMutation, 284719
150, 12400.00, 0.40, 0.80, 500, singlePointCrossover, scrambleMutation, 298733
150, 12400.00, 0.40, 0.80, 500, singlePointCrossover, flipMutation, 337064
150, 12250.00, 0.50, 0.60, 500, crossover, swapMutation, 12342
150, 12400.00, 0.40, 0.80, 500, twoPointCrossover, scrambleMutation, 289097
150, 12400.00, 0.40, 0.80, 500, twoPointCrossover, inversionMutation, 290457
150, 12370.00, 0.50, 0.60, 500, singlePointCrossover, swapMutation, 11359
150, 12400.00, 0.40, 0.80, 500, singlePointCrossover, inversionMutation, 335039
150, 12400.00, 0.50, 0.20, 500, singlePointCrossover, flipMutation, 370276
150, 12400.00, 0.50, 0.20, 500, crossover, inversionMutation, 374941
150, 12330.00, 0.50, 0.60, 500, twoPointCrossover, swapMutation, 12019
150, 12400.00, 0.50, 0.20, 500, singlePointCrossover, scrambleMutation, 379904
150, 12400.00, 0.50, 0.20, 500, twoPointCrossover, flipMutation, 367048
150, 12400.00, 0.50, 0.20, 500, twoPointCrossover, inversionMutation, 372226
150, 12400.00, 0.50, 0.20, 500, crossover, flipMutation, 439194
150, 12400.00, 0.50, 0.20, 500, crossover, scrambleMutation, 434998
150, 12400.00, 0.50, 0.80, 500, crossover, swapMutation, 13153
150, 12390.00, 0.50, 0.40, 500, crossover, flipMutation, 380625
150, 12400.00, 0.50, 0.20, 500, singlePointCrossover, inversionMutation, 430432
